SQLDATE,date,Actor1Name,Actor1CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_Persons,GKG_Organizations,GKG_Locations,GKG_V2Tone,GKG_SharingImage,GKG_DocId,QuadLabel,IsConflict,IsNegative,MediaWeight,IsNorthBenin,ZoneBenin,DepartementBenin,SourceRegion,GoldsteinNorm,ToneNorm,month,ToneCategory,GoldsteinBin
20250312,2025-03-12,Diplomate,BN,060,Cooperation materielle,2,-1.29,4,5,1.66,Bohicon,7.1824,2.066,bbc.com,RELIGION;ECONOMY;DEMOCRACY,Patrice Talon,,"Bohicon, Benin","1.66,1.66,0.0,1.66,1.43,759",,20250312000000-bbc_com-BN-03553,Cooperation materielle,0,0,20,0,Centre,Zou,International,0.4355,0.5415,2025-03,Neutre,Leg. negatif
20251119,2025-11-19,Parti politique,FR,020,Appel action,1,1.64,5,4,0.53,Abomey-Calavi,6.4484,2.3552,apanews.net,ENVIRONMENT,,CEDEAO;Banque Mondiale;Gouvernement Beninois,"Abomey-Calavi, Benin","0.53,0.53,0.0,0.53,0.21,459",,20251119000000-apanews_net-BN-03554,Cooperation verbale,0,0,20,0,Sud,Atlantique,Afrique,0.582,0.5132,2025-11,Neutre,Neutre
20250410,2025-04-10,Militaire,BN,100,Demande,1,0.67,7,1,0.73,Parakou,9.337,2.6282,matinlibre.com,DEVELOPMENT;HEALTH;HUMAN_RIGHTS;EDUCATION,,,"Parakou, Benin","0.73,0.73,0.0,0.73,0.32,604",,20250410000000-matinlibre_com-BN-03555,Cooperation verbale,0,0,7,1,Nord,Borgou,Benin,0.5335,0.5182,2025-04,Neutre,Neutre
20250302,2025-03-02,Syndicat,BN,036,Critique politique,1,-0.03,15,7,-2.79,Lokossa,6.6392,1.7153,matinlibre.com,DEMOCRACY,Thomas Boni Yayi;Paul Biya,,"Lokossa, Benin","-2.79,0.0,2.79,2.79,1.03,253",,20250302000000-matinlibre_com-BN-03556,Cooperation verbale,0,1,105,0,Sud,Mono,Benin,0.4985,0.4302,2025-03,Negatif,Leg. negatif
20250413,2025-04-13,Gouvernement,BN,060,Cooperation materielle,2,1.14,5,1,3.45,Kandi,11.1342,2.9394,24haubenin.com,DIPLOMACY;TERRORISM;MILITARY;DEMOCRACY,,FMI,"Kandi, Benin","3.45,3.45,0.0,3.45,0.71,658",,20250413000000-24haubenin_com-BN-03557,Cooperation materielle,0,0,5,1,Nord,Alibori,Benin,0.557,0.5862,2025-04,Positif,Neutre
20250429,2025-04-29,Parti politique,BN,010,Declaration publique,1,1.36,5,2,1.85,Cotonou,6.3654,2.4183,bbc.com,DEMOCRACY;PROTEST,Abdoulaye Bio Tchane,,"Cotonou, Benin","1.85,1.85,0.0,1.85,1.67,215",https://www.rfi.fr/img/placeholder.jpg,20250429000000-bbc_com-BN-03558,Cooperation verbale,0,0,10,0,Sud,Littoral,International,0.568,0.5462,2025-04,Neutre,Neutre
20250117,2025-01-17,Police,BN,050,Appel cooperation,1,4.01,4,7,-0.24,Lokossa,6.6392,1.7153,24haubenin.com,POLITICAL_VIOLENCE;HEALTH,Alassane Ouattara,Banque Mondiale;ONU;Union Africaine,"Lokossa, Benin","-0.24,0.0,0.24,0.24,0.54,51",,20250117000000-24haubenin_com-BN-03559,Cooperation verbale,0,1,28,0,Sud,Mono,Benin,0.7005,0.494,2025-01,Neutre,Stabilisant
20251101,2025-11-01,Citoyen,BN,036,Critique politique,1,2.05,19,4,4.79,Porto-Novo,6.4969,2.6289,apanews.net,ELECTIONS;TERRORISM;ECONOMY;EDUCATION,,,"Porto-Novo, Benin","4.79,4.79,0.0,4.79,0.59,328",,20251101000000-apanews_net-BN-03560,Cooperation verbale,0,0,76,0,Sud,Oueme,Afrique,0.6025,0.6198,2025-11,Positif,Neutre
20250710,2025-07-10,Diplomate,BN,130,Protestation,3,-0.73,13,5,-3.81,Cotonou,6.3654,2.4183,fraternite.bj,TERRORISM,Macky Sall;Mahamadou Issoufou,,"Cotonou, Benin","-3.81,0.0,3.81,3.81,1.01,64",,20250710000000-fraternite_bj-BN-03561,Conflit verbal,1,1,65,0,Sud,Littoral,Benin,0.4635,0.4048,2025-07,Negatif,Leg. negatif
20250731,2025-07-31,Gouvernement,BN,010,Declaration publique,1,4.41,13,3,1.63,Ouidah,6.36,2.0852,matinlibre.com,MILITARY,,,"Ouidah, Benin","1.63,1.63,0.0,1.63,0.46,309",,20250731000000-matinlibre_com-BN-03562,Cooperation verbale,0,0,39,0,Sud,Atlantique,Benin,0.7205,0.5407,2025-07,Neutre,Stabilisant
20250319,2025-03-19,Syndicat,BN,050,Appel cooperation,1,2.77,7,10,4.92,Porto-Novo,6.4969,2.6289,24haubenin.com,TERRORISM,Mahamadou Issoufou;Macky Sall,,"Porto-Novo, Benin","4.92,4.92,0.0,4.92,1.46,396",,20250319000000-24haubenin_com-BN-03563,Cooperation verbale,0,0,70,0,Sud,Oueme,Benin,0.6385,0.623,2025-03,Positif,Neutre
20250215,2025-02-15,Police,BN,050,Appel cooperation,1,2.56,4,3,5.76,Kandi,11.1342,2.9394,rfi.fr,TERRORISM;DEMOCRACY;DIPLOMACY,Abdoulaye Bio Tchane,Union Africaine,"Kandi, Benin","5.76,5.76,0.0,5.76,1.46,675",,20250215000000-rfi_fr-BN-03564,Cooperation verbale,0,0,12,1,Nord,Alibori,International,0.628,0.644,2025-02,Tres positif,Neutre
20250403,2025-04-03,Medias,BN,110,Rejet/opposition,3,-4.22,7,5,-5.58,Cotonou,6.3654,2.4183,beninwebtv.com,POLITICAL_VIOLENCE;MILITARY;EDUCATION,Mahamadou Issoufou,Banque Mondiale;CEDEAO,"Cotonou, Benin","-5.58,0.0,5.58,5.58,0.04,142",https://www.rfi.fr/img/placeholder.jpg,20250403000000-beninwebtv_com-BN-03565,Conflit verbal,1,1,35,0,Sud,Littoral,Benin,0.289,0.3605,2025-04,Tres negatif,Destabilisant
20250113,2025-01-13,Gouvernement,BN,070,Aide/assistance,2,1.96,7,5,-0.99,Cotonou,6.3654,2.4183,24haubenin.com,HEALTH;DEMOCRACY;ECONOMY,Lionel Zinsou;Abdoulaye Bio Tchane,,"Cotonou, Benin","-0.99,0.0,0.99,0.99,1.61,217",,20250113000000-24haubenin_com-BN-03566,Cooperation materielle,0,1,35,0,Sud,Littoral,Benin,0.598,0.4753,2025-01,Neutre,Neutre
20250816,2025-08-16,Police,BN,100,Demande,1,0.93,5,4,-3.78,Parakou,9.337,2.6282,matinlibre.com,DIPLOMACY;DEVELOPMENT;DEMOCRACY,Alassane Ouattara,Banque Mondiale;ONU;FMI,"Parakou, Benin","-3.78,0.0,3.78,3.78,0.91,227",,20250816000000-matinlibre_com-BN-03567,Cooperation verbale,0,1,20,1,Nord,Borgou,Benin,0.5465,0.4055,2025-08,Negatif,Neutre
20251028,2025-10-28,Gouvernement,BN,120,Menace,3,0.43,4,3,-8.89,Cotonou,6.3654,2.4183,apanews.net,ECONOMY;DEVELOPMENT;TERRORISM;MILITARY,Patrice Talon;Abdoulaye Bio Tchane,,"Cotonou, Benin","-8.89,0.0,8.89,8.89,0.38,104",,20251028000000-apanews_net-BN-03568,Conflit verbal,1,1,12,0,Sud,Littoral,Afrique,0.5215,0.2778,2025-10,Tres negatif,Neutre
20250117,2025-01-17,Medias,GH,130,Protestation,3,-1.67,6,6,-3.02,Natitingou,10.3081,1.3784,beninwebtv.com,PROTEST;HEALTH;EDUCATION,Paul Biya;Macky Sall,FMI;OMS;CEDEAO,"Natitingou, Benin","-3.02,0.0,3.02,3.02,1.67,791",,20250117000000-beninwebtv_com-BN-03569,Conflit verbal,1,1,36,1,Nord,Atacora,Benin,0.4165,0.4245,2025-01,Negatif,Leg. negatif
20251030,2025-10-30,ONG,BN,040,Consultation diplomatique,1,2.76,5,2,-2.28,Cotonou,6.3654,2.4183,24haubenin.com,HEALTH;ENVIRONMENT;ELECTIONS;PROTEST,Alassane Ouattara,,"Cotonou, Benin","-2.28,0.0,2.28,2.28,1.41,233",,20251030000000-24haubenin_com-BN-03570,Cooperation verbale,0,1,10,0,Sud,Littoral,Benin,0.638,0.443,2025-10,Negatif,Neutre
20250303,2025-03-03,Parti politique,BN,060,Cooperation materielle,2,3.62,5,4,-0.3,Porto-Novo,6.4969,2.6289,rfi.fr,DIPLOMACY;PROTEST,Lionel Zinsou,Assemblee Nationale;Union Africaine;PNUD,"Porto-Novo, Benin","-0.3,0.0,0.3,0.3,0.56,525",https://www.bbc.com/img/default.jpg,20250303000000-rfi_fr-BN-03571,Cooperation materielle,0,1,20,0,Sud,Oueme,International,0.681,0.4925,2025-03,Neutre,Stabilisant
20250212,2025-02-12,Syndicat,GH,130,Protestation,3,-1.55,11,3,-5.65,Cotonou,6.3654,2.4183,rfi.fr,,Lionel Zinsou;Macky Sall,,"Cotonou, Benin","-5.65,0.0,5.65,5.65,1.24,387",,20250212000000-rfi_fr-BN-03572,Conflit verbal,1,1,33,0,Sud,Littoral,International,0.4225,0.3588,2025-02,Tres negatif,Leg. negatif
20250309,2025-03-09,Parti politique,TG,180,Attaque,4,-5.47,17,22,-1.91,Cotonou,6.3654,2.4183,beninwebtv.com,DEMOCRACY;RELIGION;HEALTH,Macky Sall;Thomas Boni Yayi,FMI;Banque Mondiale;ONU,"Cotonou, Benin","-1.91,0.0,1.91,1.91,1.12,655",https://www.bbc.com/img/default.jpg,20250309000000-beninwebtv_com-BN-03573,Conflit materiel,1,1,374,0,Sud,Littoral,Benin,0.2265,0.4522,2025-03,Neutre,Destabilisant
20250731,2025-07-31,Gouvernement,BN,140,Refus cooperation,3,-4.47,10,3,-4.17,Natitingou,10.3081,1.3784,fraternite.bj,,Alassane Ouattara;Abdoulaye Bio Tchane,PNUD;Union Africaine,"Natitingou, Benin","-4.17,0.0,4.17,4.17,0.91,703",https://www.bbc.com/img/default.jpg,20250731000000-fraternite_bj-BN-03574,Conflit verbal,1,1,30,1,Nord,Atacora,Benin,0.2765,0.3958,2025-07,Negatif,Destabilisant
20250722,2025-07-22,Gouvernement,BN,040,Consultation diplomatique,1,4.75,13,3,4.9,Cotonou,6.3654,2.4183,beninwebtv.com,,,Banque Mondiale;Assemblee Nationale,"Cotonou, Benin","4.9,4.9,0.0,4.9,1.88,450",https://www.bbc.com/img/default.jpg,20250722000000-beninwebtv_com-BN-03575,Cooperation verbale,0,0,39,0,Sud,Littoral,Benin,0.7375,0.6225,2025-07,Positif,Stabilisant
20250802,2025-08-02,Parti politique,TG,020,Appel action,1,2.07,5,1,-1.57,Abomey-Calavi,6.4484,2.3552,lanouvelletribune.bj,RELIGION,Abdoulaye Bio Tchane;Lionel Zinsou,ONU;Union Africaine;UNICEF,"Abomey-Calavi, Benin","-1.57,0.0,1.57,1.57,1.97,748",,20250802000000-lanouvelletribune_bj-BN-03576,Cooperation verbale,0,1,5,0,Sud,Atlantique,Benin,0.6035,0.4608,2025-08,Neutre,Neutre
20250419,2025-04-19,ONG,BN,060,Cooperation materielle,2,-0.26,7,5,3.05,Abomey,7.1856,1.9861,apanews.net,,,CEDEAO;Assemblee Nationale,"Abomey, Benin","3.05,3.05,0.0,3.05,0.4,604",,20250419000000-apanews_net-BN-03577,Cooperation materielle,0,0,35,0,Centre,Zou,Afrique,0.487,0.5762,2025-04,Positif,Leg. negatif
20251011,2025-10-11,Gouvernement,BN,110,Rejet/opposition,3,-4.27,10,2,-8.87,Bohicon,7.1824,2.066,lanouvelletribune.bj,DIPLOMACY;DEMOCRACY;PROTEST;POLITICAL_VIOLENCE,,Union Africaine;UNICEF,"Bohicon, Benin","-8.87,0.0,8.87,8.87,1.35,260",https://www.bbc.com/img/default.jpg,20251011000000-lanouvelletribune_bj-BN-03578,Conflit verbal,1,1,20,0,Centre,Zou,Benin,0.2865,0.2782,2025-10,Tres negatif,Destabilisant
20250404,2025-04-04,Gouvernement,BN,060,Cooperation materielle,2,-0.68,5,2,2.04,Kandi,11.1342,2.9394,bbc.com,DEVELOPMENT;ECONOMY;RELIGION;CORRUPTION,Macky Sall,ONU;Banque Mondiale;FMI,"Kandi, Benin","2.04,2.04,0.0,2.04,1.76,422",,20250404000000-bbc_com-BN-03579,Cooperation materielle,0,0,10,1,Nord,Alibori,International,0.466,0.551,2025-04,Positif,Leg. negatif
20250813,2025-08-13,Gouvernement,BN,050,Appel cooperation,1,3.65,10,9,2.55,Cotonou,6.3654,2.4183,apanews.net,DEVELOPMENT;CORRUPTION,Lionel Zinsou,,"Cotonou, Benin","2.55,2.55,0.0,2.55,1.32,596",,20250813000000-apanews_net-BN-03580,Cooperation verbale,0,0,90,0,Sud,Littoral,Afrique,0.6825,0.5638,2025-08,Positif,Stabilisant
20250813,2025-08-13,Gouvernement,BN,130,Protestation,3,-3.41,18,7,-5.74,Cotonou,6.3654,2.4183,24haubenin.com,DEMOCRACY;TERRORISM,Mahamadou Issoufou;Thomas Boni Yayi,UNICEF;Banque Mondiale;CEDEAO,"Cotonou, Benin","-5.74,0.0,5.74,5.74,0.11,365",,20250813000000-24haubenin_com-BN-03581,Conflit verbal,1,1,126,0,Sud,Littoral,Benin,0.3295,0.3565,2025-08,Tres negatif,Destabilisant
20250827,2025-08-27,Police,BN,040,Consultation diplomatique,1,5.69,6,3,3.57,Ouidah,6.36,2.0852,matinlibre.com,ECONOMY;MILITARY,Patrice Talon,UNICEF;PNUD;Gouvernement Beninois,"Ouidah, Benin","3.57,3.57,0.0,3.57,1.94,113",,20250827000000-matinlibre_com-BN-03582,Cooperation verbale,0,0,18,0,Sud,Atlantique,Benin,0.7845,0.5893,2025-08,Positif,Stabilisant
20250428,2025-04-28,Parti politique,BN,130,Protestation,3,-4.72,7,8,-6.87,Bohicon,7.1824,2.066,matinlibre.com,HUMAN_RIGHTS;DIPLOMACY;POLITICAL_VIOLENCE,Mahamadou Issoufou,Banque Mondiale;Union Africaine,"Bohicon, Benin","-6.87,0.0,6.87,6.87,1.61,721",,20250428000000-matinlibre_com-BN-03583,Conflit verbal,1,1,56,0,Centre,Zou,Benin,0.264,0.3282,2025-04,Tres negatif,Destabilisant
20250401,2025-04-01,ONG,BN,050,Appel cooperation,1,3.27,7,7,-0.74,Abomey-Calavi,6.4484,2.3552,beninwebtv.com,EDUCATION;POLITICAL_VIOLENCE;PROTEST;DIPLOMACY,Patrice Talon,,"Abomey-Calavi, Benin","-0.74,0.0,0.74,0.74,1.71,222",,20250401000000-beninwebtv_com-BN-03584,Cooperation verbale,0,1,49,0,Sud,Atlantique,Benin,0.6635,0.4815,2025-04,Neutre,Stabilisant
20251206,2025-12-06,Diplomate,TG,040,Consultation diplomatique,1,5.98,9,3,1.08,Abomey-Calavi,6.4484,2.3552,apanews.net,ECONOMY,Macky Sall,,"Abomey-Calavi, Benin","1.08,1.08,0.0,1.08,1.05,380",https://www.rfi.fr/img/placeholder.jpg,20251206000000-apanews_net-BN-03585,Cooperation verbale,0,0,27,0,Sud,Atlantique,Afrique,0.799,0.527,2025-12,Neutre,Stabilisant
20251016,2025-10-16,ONG,BN,050,Appel cooperation,1,0.06,18,2,-0.57,Porto-Novo,6.4969,2.6289,fraternite.bj,EDUCATION;RELIGION,,UNICEF,"Porto-Novo, Benin","-0.57,0.0,0.57,0.57,1.51,404",,20251016000000-fraternite_bj-BN-03586,Cooperation verbale,0,1,36,0,Sud,Oueme,Benin,0.503,0.4858,2025-10,Neutre,Neutre
20251008,2025-10-08,Gouvernement,BN,110,Rejet/opposition,3,-5.26,5,5,-1.86,Cotonou,6.3654,2.4183,24haubenin.com,ELECTIONS;HEALTH;POLITICAL_VIOLENCE;DEMOCRACY,,Banque Mondiale;Assemblee Nationale,"Cotonou, Benin","-1.86,0.0,1.86,1.86,0.53,147",https://www.bbc.com/img/default.jpg,20251008000000-24haubenin_com-BN-03587,Conflit verbal,1,1,25,0,Sud,Littoral,Benin,0.237,0.4535,2025-10,Neutre,Destabilisant
20250119,2025-01-19,Diplomate,TG,020,Appel action,1,3.11,7,1,4.06,Natitingou,10.3081,1.3784,fraternite.bj,ELECTIONS;POLITICAL_VIOLENCE;EDUCATION;RELIGION,Patrice Talon;Paul Biya,Union Africaine;Gouvernement Beninois,"Natitingou, Benin","4.06,4.06,0.0,4.06,0.61,238",,20250119000000-fraternite_bj-BN-03588,Cooperation verbale,0,0,7,1,Nord,Atacora,Benin,0.6555,0.6015,2025-01,Positif,Stabilisant
20250624,2025-06-24,Medias,BN,020,Appel action,1,1.51,3,1,-3.1,Bohicon,7.1824,2.066,bbc.com,DIPLOMACY;HEALTH;HUMAN_RIGHTS,,,"Bohicon, Benin","-3.1,0.0,3.1,3.1,0.38,772",,20250624000000-bbc_com-BN-03589,Cooperation verbale,0,1,3,0,Centre,Zou,International,0.5755,0.4225,2025-06,Negatif,Neutre
20250416,2025-04-16,Police,BN,170,Coercition,4,-0.05,3,5,-1.94,Parakou,9.337,2.6282,matinlibre.com,ECONOMY;DIPLOMACY;RELIGION,,UNICEF;OMS;PNUD,"Parakou, Benin","-1.94,0.0,1.94,1.94,1.57,340",,20250416000000-matinlibre_com-BN-03590,Conflit materiel,1,1,15,1,Nord,Borgou,Benin,0.4975,0.4515,2025-04,Neutre,Leg. negatif
20251016,2025-10-16,Parti politique,BN,020,Appel action,1,4.45,6,1,0.43,Ouidah,6.36,2.0852,apanews.net,PROTEST;POLITICAL_VIOLENCE;DEMOCRACY;MILITARY,Patrice Talon,UNICEF;ONU,"Ouidah, Benin","0.43,0.43,0.0,0.43,1.53,94",,20251016000000-apanews_net-BN-03591,Cooperation verbale,0,0,6,0,Sud,Atlantique,Afrique,0.7225,0.5108,2025-10,Neutre,Stabilisant
20250905,2025-09-05,Gouvernement,BN,070,Aide/assistance,2,3.52,14,4,1.27,Porto-Novo,6.4969,2.6289,beninwebtv.com,RELIGION,Macky Sall;Abdoulaye Bio Tchane,PNUD;Gouvernement Beninois,"Porto-Novo, Benin","1.27,1.27,0.0,1.27,1.51,278",,20250905000000-beninwebtv_com-BN-03592,Cooperation materielle,0,0,56,0,Sud,Oueme,Benin,0.676,0.5317,2025-09,Neutre,Stabilisant
20251119,2025-11-19,Medias,FR,070,Aide/assistance,2,5.03,11,9,-1.06,Cotonou,6.3654,2.4183,rfi.fr,RELIGION;DEMOCRACY;HEALTH,Abdoulaye Bio Tchane,,"Cotonou, Benin","-1.06,0.0,1.06,1.06,0.0,431",https://www.bbc.com/img/default.jpg,20251119000000-rfi_fr-BN-03593,Cooperation materielle,0,1,99,0,Sud,Littoral,International,0.7515,0.4735,2025-11,Neutre,Stabilisant
20250522,2025-05-22,Gouvernement,BN,060,Cooperation materielle,2,0.18,5,3,-0.04,Ouidah,6.36,2.0852,rfi.fr,HEALTH;DEVELOPMENT,,UNICEF;FMI,"Ouidah, Benin","-0.04,0.0,0.04,0.04,1.29,365",,20250522000000-rfi_fr-BN-03594,Cooperation materielle,0,1,15,0,Sud,Atlantique,International,0.509,0.499,2025-05,Neutre,Neutre
20251025,2025-10-25,Diplomate,BN,100,Demande,1,3.79,6,8,6.46,Kandi,11.1342,2.9394,bbc.com,,Lionel Zinsou;Patrice Talon,,"Kandi, Benin","6.46,6.46,0.0,6.46,1.09,645",https://www.rfi.fr/img/placeholder.jpg,20251025000000-bbc_com-BN-03595,Cooperation verbale,0,0,48,1,Nord,Alibori,International,0.6895,0.6615,2025-10,Tres positif,Stabilisant
20250712,2025-07-12,ONG,BN,036,Critique politique,1,0.45,17,2,1.15,Parakou,9.337,2.6282,fraternite.bj,ELECTIONS,Paul Biya,UNICEF,"Parakou, Benin","1.15,1.15,0.0,1.15,1.36,291",https://www.rfi.fr/img/placeholder.jpg,20250712000000-fraternite_bj-BN-03596,Cooperation verbale,0,0,34,1,Nord,Borgou,Benin,0.5225,0.5287,2025-07,Neutre,Neutre
20251217,2025-12-17,Institution internationale,NG,060,Cooperation materielle,2,5.34,11,12,-0.41,Cotonou,6.3654,2.4183,beninwebtv.com,CORRUPTION;ELECTIONS,Alassane Ouattara;Thomas Boni Yayi,OMS;CEDEAO,"Cotonou, Benin","-0.41,0.0,0.41,0.41,0.19,179",,20251217000000-beninwebtv_com-BN-03597,Cooperation materielle,0,1,132,0,Sud,Littoral,Benin,0.767,0.4898,2025-12,Neutre,Stabilisant
20251030,2025-10-30,Gouvernement,FR,040,Consultation diplomatique,1,2.9,8,2,2.39,Cotonou,6.3654,2.4183,rfi.fr,DEMOCRACY;POLITICAL_VIOLENCE,Lionel Zinsou;Thomas Boni Yayi,Banque Mondiale;UNICEF,"Cotonou, Benin","2.39,2.39,0.0,2.39,1.34,85",https://www.rfi.fr/img/placeholder.jpg,20251030000000-rfi_fr-BN-03598,Cooperation verbale,0,0,16,0,Sud,Littoral,International,0.645,0.5598,2025-10,Positif,Neutre
20251018,2025-10-18,Diplomate,BN,100,Demande,1,3.01,2,1,1.99,Abomey-Calavi,6.4484,2.3552,24haubenin.com,RELIGION;ELECTIONS;DIPLOMACY,,OMS;Banque Mondiale,"Abomey-Calavi, Benin","1.99,1.99,0.0,1.99,2.0,306",https://www.bbc.com/img/default.jpg,20251018000000-24haubenin_com-BN-03599,Cooperation verbale,0,0,2,0,Sud,Atlantique,Benin,0.6505,0.5498,2025-10,Neutre,Stabilisant
20251128,2025-11-28,Gouvernement,BN,020,Appel action,1,0.84,11,2,6.61,Porto-Novo,6.4969,2.6289,beninwebtv.com,POLITICAL_VIOLENCE;RELIGION;MILITARY;ELECTIONS,Paul Biya,ONU;FMI;OMS,"Porto-Novo, Benin","6.61,6.61,0.0,6.61,1.92,319",,20251128000000-beninwebtv_com-BN-03600,Cooperation verbale,0,0,22,0,Sud,Oueme,Benin,0.542,0.6652,2025-11,Tres positif,Neutre
20250727,2025-07-27,Parti politique,BN,070,Aide/assistance,2,0.94,4,7,1.12,Lokossa,6.6392,1.7153,24haubenin.com,POLITICAL_VIOLENCE;CORRUPTION;PROTEST;DIPLOMACY,Lionel Zinsou;Alassane Ouattara,FMI;UNICEF,"Lokossa, Benin","1.12,1.12,0.0,1.12,0.26,746",,20250727000000-24haubenin_com-BN-03601,Cooperation materielle,0,0,28,0,Sud,Mono,Benin,0.547,0.528,2025-07,Neutre,Neutre
20250905,2025-09-05,ONG,NG,020,Appel action,1,2.81,13,4,3.02,Djougou,9.7082,1.6599,apanews.net,HUMAN_RIGHTS;RELIGION;DEVELOPMENT,Patrice Talon,FMI;UNICEF,"Djougou, Benin","3.02,3.02,0.0,3.02,1.78,359",https://www.rfi.fr/img/placeholder.jpg,20250905000000-apanews_net-BN-03602,Cooperation verbale,0,0,52,1,Nord,Donga,Afrique,0.6405,0.5755,2025-09,Positif,Neutre
20250522,2025-05-22,Parti politique,BN,036,Critique politique,1,5.5,18,1,-1.2,Kandi,11.1342,2.9394,bbc.com,CORRUPTION;PROTEST;DEMOCRACY,Lionel Zinsou;Patrice Talon,Gouvernement Beninois,"Kandi, Benin","-1.2,0.0,1.2,1.2,0.07,546",https://www.bbc.com/img/default.jpg,20250522000000-bbc_com-BN-03603,Cooperation verbale,0,1,18,1,Nord,Alibori,International,0.775,0.47,2025-05,Neutre,Stabilisant
20251107,2025-11-07,Medias,FR,036,Critique politique,1,5.16,8,2,0.0,Porto-Novo,6.4969,2.6289,24haubenin.com,MILITARY,,OMS;Banque Mondiale,"Porto-Novo, Benin","0.0,0.0,0.0,0.0,1.52,229",,20251107000000-24haubenin_com-BN-03604,Cooperation verbale,0,0,16,0,Sud,Oueme,Benin,0.758,0.5,2025-11,Neutre,Stabilisant
20250810,2025-08-10,Parti politique,BN,020,Appel action,1,2.72,4,2,0.25,Kandi,11.1342,2.9394,rfi.fr,DEMOCRACY,Lionel Zinsou,,"Kandi, Benin","0.25,0.25,0.0,0.25,0.72,497",,20250810000000-rfi_fr-BN-03605,Cooperation verbale,0,0,8,1,Nord,Alibori,International,0.636,0.5062,2025-08,Neutre,Neutre
20250813,2025-08-13,Parti politique,BN,130,Protestation,3,-2.82,17,4,-3.26,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,DEVELOPMENT;DIPLOMACY;PROTEST;HEALTH,Abdoulaye Bio Tchane;Lionel Zinsou,OMS;Assemblee Nationale,"Porto-Novo, Benin","-3.26,0.0,3.26,3.26,1.43,377",,20250813000000-lanouvelletribune_bj-BN-03606,Conflit verbal,1,1,68,0,Sud,Oueme,Benin,0.359,0.4185,2025-08,Negatif,Leg. negatif
20251220,2025-12-20,Militaire,BN,036,Critique politique,1,3.15,4,3,1.92,Cotonou,6.3654,2.4183,apanews.net,PROTEST;DEMOCRACY;HUMAN_RIGHTS;MILITARY,Lionel Zinsou,CEDEAO;OMS;Gouvernement Beninois,"Cotonou, Benin","1.92,1.92,0.0,1.92,1.42,226",,20251220000000-apanews_net-BN-03607,Cooperation verbale,0,0,12,0,Sud,Littoral,Afrique,0.6575,0.548,2025-12,Neutre,Stabilisant
20250703,2025-07-03,Militaire,BN,145,Manifestation/revolte,4,-1.65,10,3,-1.86,Cotonou,6.3654,2.4183,lanouvelletribune.bj,ECONOMY;CORRUPTION;ELECTIONS,,Union Africaine;Assemblee Nationale,"Cotonou, Benin","-1.86,0.0,1.86,1.86,1.9,370",https://www.bbc.com/img/default.jpg,20250703000000-lanouvelletribune_bj-BN-03608,Conflit materiel,1,1,30,0,Sud,Littoral,Benin,0.4175,0.4535,2025-07,Neutre,Leg. negatif
20251230,2025-12-30,Militaire,BN,180,Attaque,4,-0.13,3,5,-1.46,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,ELECTIONS;DEVELOPMENT;MILITARY,,FMI;Banque Mondiale,"Porto-Novo, Benin","-1.46,0.0,1.46,1.46,1.19,502",,20251230000000-lanouvelletribune_bj-BN-03609,Conflit materiel,1,1,15,0,Sud,Oueme,Benin,0.4935,0.4635,2025-12,Neutre,Leg. negatif
20251101,2025-11-01,Medias,BN,070,Aide/assistance,2,1.23,3,5,-2.23,Ouidah,6.36,2.0852,24haubenin.com,DIPLOMACY;PROTEST;RELIGION,,FMI;Banque Mondiale;OMS,"Ouidah, Benin","-2.23,0.0,2.23,2.23,0.13,603",,20251101000000-24haubenin_com-BN-03610,Cooperation materielle,0,1,15,0,Sud,Atlantique,Benin,0.5615,0.4442,2025-11,Negatif,Neutre
20250707,2025-07-07,Militaire,BN,020,Appel action,1,3.36,2,3,-0.61,Cotonou,6.3654,2.4183,rfi.fr,ENVIRONMENT,Abdoulaye Bio Tchane,,"Cotonou, Benin","-0.61,0.0,0.61,0.61,1.45,157",https://www.bbc.com/img/default.jpg,20250707000000-rfi_fr-BN-03611,Cooperation verbale,0,1,6,0,Sud,Littoral,International,0.668,0.4848,2025-07,Neutre,Stabilisant
20250423,2025-04-23,Militaire,BN,040,Consultation diplomatique,1,1.52,8,9,0.81,Cotonou,6.3654,2.4183,fraternite.bj,ELECTIONS,Alassane Ouattara,ONU;FMI;Banque Mondiale,"Cotonou, Benin","0.81,0.81,0.0,0.81,0.13,50",,20250423000000-fraternite_bj-BN-03612,Cooperation verbale,0,0,72,0,Sud,Littoral,Benin,0.576,0.5202,2025-04,Neutre,Neutre
20250630,2025-06-30,Militaire,US,120,Menace,3,-3.5,7,1,-2.22,Djougou,9.7082,1.6599,matinlibre.com,ELECTIONS;EDUCATION,Thomas Boni Yayi;Macky Sall,Banque Mondiale;PNUD;CEDEAO,"Djougou, Benin","-2.22,0.0,2.22,2.22,1.66,556",https://www.rfi.fr/img/placeholder.jpg,20250630000000-matinlibre_com-BN-03613,Conflit verbal,1,1,7,1,Nord,Donga,Benin,0.325,0.4445,2025-06,Negatif,Destabilisant
